chr	1841	1895	E=-17.299999	-3.102501	+
chr	1841	2069	E=-67.284500	-3.690025	+
chr	1853	2096	E=-69.506493	-3.324296	+
chr	1862	2054	E=-54.984489	-3.252216	+
chr	1865	2069	E=-63.684498	-4.206355	+
chr	1866	1891	E=-11.400000	-4.151425	+
chr	1866	1910	E=-17.400000	-4.200597	+
chr	1866	1928	E=-21.299999	-3.536995	+
chr	1866	1945	E=-25.099998	-3.099572	+
chr	1866	2025	E=-45.099998	-3.034824	+
chr	1866	2110	E=-71.784508	-3.452638	+
chr	1875	2069	E=-60.684498	-4.077933	+
chr	1876	2120	E=-70.068985	-3.371336	+
chr	2002	2068	E=-22.399998	-3.445471	+
chr	2130	2192	E=-15.799999	-3.536995	+
