chr	1737	1778	E=-20.321987	-5.786888	+
chr	1737	1816	E=-24.821987	-3.186444	+
chr	1862	2070	E=-58.884502	-3.220625	+
chr	1866	2098	E=-65.784485	-3.208078	+
chr	1880	2110	E=-65.184486	-3.120093	+
chr	1890	2092	E=-59.184483	-3.360804	+
chr	1906	2092	E=-53.984482	-3.198175	+
chr	1976	2092	E=-35.399994	-3.089380	+
chr	2002	2068	E=-23.699997	-3.902874	+
chr	2002	2089	E=-28.900002	-3.554999	+
chr	2002	2126	E=-37.084488	-3.324138	+
chr	2003	2110	E=-31.584490	-3.048412	+
chr	2008	2136	E=-37.684486	-3.171678	+
chr	2015	2047	E=-14.599999	-4.388273	+
chr	2015	2111	E=-29.500000	-3.257654	+
