chr	1854	1908	E=-17.299999	-3.029525	+
chr	1854	2082	E=-64.600014	-3.245732	+
chr	1878	2081	E=-61.000011	-3.691170	+
chr	1879	1904	E=-11.400000	-4.091514	+
chr	1879	1922	E=-15.900000	-3.655527	+
chr	1879	1943	E=-21.900002	-3.522955	+
chr	1883	2025	E=-41.000000	-3.142832	+
chr	1883	2050	E=-47.200001	-3.016177	+
chr	1883	2061	E=-50.299999	-3.069627	+
chr	1888	2082	E=-58.000011	-3.549751	+
chr	1893	1927	E=-12.900000	-3.586066	+
chr	1893	1943	E=-18.600000	-3.843858	+
chr	2143	2211	E=-19.600000	-3.284276	+
chr	2157	2211	E=-9.800000	-3.527779	+
