chr	1865	2069	E=-63.400009	-4.110683	+
chr	1866	1891	E=-11.400000	-4.150272	+
chr	1866	1909	E=-17.400000	-4.183141	+
chr	1866	1928	E=-21.299999	-3.514632	+
chr	1866	1945	E=-25.099998	-3.077723	+
chr	1866	2048	E=-52.300003	-3.220819	+
chr	1866	2110	E=-71.500015	-3.384003	+
chr	1875	2069	E=-60.400009	-3.983729	+
chr	1876	2120	E=-69.784500	-3.302950	+
chr	1987	2048	E=-19.599998	-3.197664	+
chr	2002	2089	E=-26.799999	-3.284457	+
chr	2003	2067	E=-22.199997	-3.433762	+
chr	2015	2047	E=-15.199999	-4.535742	+
chr	2015	2065	E=-17.500000	-3.436353	+
chr	2015	2111	E=-30.099998	-3.390313	+
chr	2130	2192	E=-15.799999	-3.514632	+
