chr	1840	1930	E=-27.200001	-3.071159	+
chr	1840	2069	E=-63.600006	-3.127192	+
chr	1855	1921	E=-21.500000	-3.348304	+
chr	1865	1913	E=-17.500000	-3.857434	+
chr	1865	1930	E=-23.200001	-3.961415	+
chr	1865	2069	E=-59.600006	-3.531212	+
chr	1866	1891	E=-9.600000	-3.353346	+
chr	1875	2068	E=-56.600006	-3.389635	+
chr	1879	1929	E=-16.000000	-3.096238	+
chr	2014	2048	E=-12.000000	-3.232954	+
chr	2104	2193	E=-25.100000	-3.052991	+
chr	2129	2193	E=-17.000000	-3.947361	+
chr	2143	2193	E=-10.800000	-3.096238	+
