chr	1833	1887	E=-17.299999	-3.081608	+
chr	1833	2061	E=-64.600014	-3.303635	+
chr	1857	2060	E=-61.000011	-3.747557	+
chr	1858	1883	E=-11.400000	-4.120606	+
chr	1858	1901	E=-15.900000	-3.695875	+
chr	1858	1922	E=-21.900002	-3.573377	+
chr	1858	2102	E=-69.100021	-3.047187	+
chr	1862	2004	E=-41.000000	-3.157563	+
chr	1862	2029	E=-47.200001	-3.066413	+
chr	1862	2040	E=-50.299999	-3.119278	+
chr	1867	2061	E=-58.000011	-3.605062	+
chr	1872	1906	E=-12.900000	-3.627172	+
chr	1872	1922	E=-18.600000	-3.892226	+
chr	1872	1948	E=-22.900000	-3.056542	+
chr	1994	2060	E=-20.399998	-3.138865	+
chr	2122	2172	E=-18.600000	-3.214404	+
chr	2136	2172	E=-7.200000	-3.502689	+
