chr	1841	1895	E=-17.299999	-3.080101	+
chr	1841	1930	E=-28.999998	-3.429092	+
chr	1841	1944	E=-31.699999	-3.102845	+
chr	1861	1930	E=-25.399998	-4.090901	+
chr	1865	2069	E=-59.100014	-3.388890	+
chr	1866	1891	E=-11.400000	-4.120788	+
chr	1866	1909	E=-16.599998	-3.886128	+
chr	1866	2109	E=-69.000000	-3.030342	+
chr	1875	2069	E=-56.100014	-3.245249	+
chr	1878	2124	E=-71.484505	-3.046469	+
chr	1898	1930	E=-11.699999	-3.192519	+
chr	2002	2126	E=-37.484489	-3.347931	+
chr	2039	2132	E=-27.984488	-3.015374	+
chr	2059	2135	E=-24.584488	-3.276205	+
chr	2105	2192	E=-26.599998	-3.173911	+
chr	2125	2192	E=-17.799999	-3.820171	+
