chr	1738	1779	E=-13.821988	-3.129785	+
chr	1841	1895	E=-17.299999	-3.064357	+
chr	1841	2069	E=-67.284500	-3.646347	+
chr	1853	2095	E=-69.506493	-3.247043	+
chr	1862	2053	E=-54.984489	-3.200279	+
chr	1865	2069	E=-63.684498	-4.134479	+
chr	1866	1891	E=-11.400000	-4.120959	+
chr	1866	1910	E=-17.400000	-4.160736	+
chr	1866	1928	E=-21.299999	-3.495577	+
chr	1866	1945	E=-25.099998	-3.054908	+
chr	1866	2025	E=-45.099998	-3.012563	+
chr	1866	2110	E=-71.784508	-3.381777	+
chr	1875	2069	E=-60.684498	-4.008077	+
chr	1876	2120	E=-70.068985	-3.296226	+
chr	2002	2068	E=-22.399998	-3.402358	+
chr	2130	2192	E=-15.799999	-3.495577	+
