chr	1841	1895	E=-17.299999	-3.085347	+
chr	1841	2069	E=-67.284500	-3.682683	+
chr	1853	2096	E=-69.506493	-3.285953	+
chr	1862	2053	E=-54.984489	-3.232902	+
chr	1865	2069	E=-63.684498	-4.170673	+
chr	1866	1891	E=-11.400000	-4.140359	+
chr	1866	1909	E=-17.400000	-4.184496	+
chr	1866	1928	E=-21.299999	-3.518514	+
chr	1866	1945	E=-25.099998	-3.084978	+
chr	1866	2025	E=-45.099998	-3.043003	+
chr	1866	2110	E=-71.784508	-3.413907	+
chr	1875	2069	E=-60.684498	-4.043816	+
chr	1876	2120	E=-70.068985	-3.332637	+
chr	2002	2068	E=-22.399998	-3.431732	+
chr	2130	2192	E=-15.799999	-3.518514	+
