chr	1841	1895	E=-17.299999	-3.131251	+
chr	1841	2069	E=-66.184502	-3.571720	+
chr	1853	2096	E=-68.406494	-3.179723	+
chr	1861	2054	E=-53.884491	-3.065652	+
chr	1865	2069	E=-62.584499	-4.046397	+
chr	1866	1891	E=-11.400000	-4.179406	+
chr	1866	1909	E=-17.400000	-4.232260	+
chr	1866	1928	E=-21.299999	-3.567842	+
chr	1866	1945	E=-25.099998	-3.129446	+
chr	1866	2110	E=-70.684509	-3.333765	+
chr	1875	2069	E=-59.584499	-3.913498	+
chr	1876	2120	E=-68.968987	-3.252446	+
chr	2130	2192	E=-15.799999	-3.567842	+
