chr	1841	1895	E=-17.299999	-3.081491	+
chr	1841	2069	E=-67.284500	-3.673692	+
chr	1853	2096	E=-69.506493	-3.276018	+
chr	1862	2053	E=-54.984489	-3.224738	+
chr	1865	2069	E=-63.684498	-4.162591	+
chr	1866	1891	E=-11.400000	-4.136037	+
chr	1866	1909	E=-17.400000	-4.177871	+
chr	1866	1928	E=-21.299999	-3.513946	+
chr	1866	1945	E=-25.099998	-3.080153	+
chr	1866	2025	E=-45.099998	-3.036690	+
chr	1866	2110	E=-71.784508	-3.404048	+
chr	1875	2069	E=-60.684498	-4.035500	+
chr	1876	2120	E=-70.068985	-3.322736	+
chr	2002	2068	E=-22.399998	-3.428004	+
chr	2130	2192	E=-15.799999	-3.513946	+
