chr	1841	1895	E=-17.299999	-3.091743	+
chr	1841	2069	E=-67.284500	-3.665697	+
chr	1853	2095	E=-69.506493	-3.297175	+
chr	1862	2054	E=-54.984489	-3.230136	+
chr	1865	2069	E=-63.684498	-4.182125	+
chr	1866	1891	E=-11.400000	-4.145970	+
chr	1866	1910	E=-17.400000	-4.188481	+
chr	1866	1928	E=-21.299999	-3.524798	+
chr	1866	1945	E=-25.099998	-3.084934	+
chr	1866	2025	E=-45.099998	-3.028581	+
chr	1866	2110	E=-71.784508	-3.431453	+
chr	1875	2069	E=-60.684498	-4.054992	+
chr	1876	2120	E=-70.068985	-3.344453	+
chr	2002	2068	E=-22.399998	-3.431732	+
chr	2130	2192	E=-15.799999	-3.524798	+
