chr	1843	1897	E=-17.299999	-3.084244	+
chr	1843	2071	E=-67.284500	-3.701824	+
chr	1855	2098	E=-69.506493	-3.306595	+
chr	1864	2055	E=-54.984489	-3.251889	+
chr	1867	2071	E=-63.684498	-4.184137	+
chr	1868	1893	E=-11.400000	-4.108855	+
chr	1868	1911	E=-17.400000	-4.168177	+
chr	1868	1930	E=-21.299999	-3.515972	+
chr	1868	1947	E=-25.099998	-3.085181	+
chr	1868	2027	E=-45.099998	-3.069824	+
chr	1868	2112	E=-71.784508	-3.435178	+
chr	1877	2071	E=-60.684498	-4.056288	+
chr	1878	2122	E=-70.068985	-3.352950	+
chr	2004	2070	E=-22.399998	-3.427163	+
