chr	1841	1895	E=-17.299999	-3.118041	+
chr	1841	2054	E=-58.584488	-3.024678	+
chr	1841	2069	E=-67.284500	-3.744473	+
chr	1853	2095	E=-69.506493	-3.347104	+
chr	1862	2053	E=-54.984489	-3.289667	+
chr	1865	2069	E=-63.684498	-4.230464	+
chr	1866	1891	E=-11.400000	-4.168670	+
chr	1866	1910	E=-17.400000	-4.216930	+
chr	1866	1928	E=-21.299999	-3.553570	+
chr	1866	1945	E=-25.099998	-3.114870	+
chr	1866	2025	E=-45.099998	-3.078426	+
chr	1866	2110	E=-71.784508	-3.480977	+
chr	1875	2069	E=-60.684498	-4.101683	+
chr	1876	2120	E=-70.068985	-3.393238	+
chr	2002	2068	E=-22.399998	-3.461015	+
chr	2130	2192	E=-15.799999	-3.553570	+
