chr	1841	1895	E=-17.299999	-3.082326	+
chr	1841	2069	E=-67.284500	-3.648024	+
chr	1853	2095	E=-69.506493	-3.280861	+
chr	1862	2054	E=-54.984489	-3.214595	+
chr	1865	2069	E=-63.684498	-4.162585	+
chr	1866	1891	E=-11.400000	-4.139495	+
chr	1866	1910	E=-17.400000	-4.180058	+
chr	1866	1928	E=-21.299999	-3.513599	+
chr	1866	1945	E=-25.099998	-3.073839	+
chr	1866	2110	E=-71.784508	-3.412578	+
chr	1875	2069	E=-60.684498	-4.036270	+
chr	1876	2120	E=-70.068985	-3.328220	+
chr	2002	2068	E=-22.399998	-3.420856	+
chr	2130	2192	E=-15.799999	-3.513599	+
