chr	1737	1778	E=-20.321987	-5.779163	+
chr	1737	1816	E=-24.821987	-3.180215	+
chr	1862	2070	E=-58.884502	-3.213023	+
chr	1866	2098	E=-65.784485	-3.201053	+
chr	1880	2110	E=-65.184486	-3.114504	+
chr	1890	2092	E=-59.184483	-3.353045	+
chr	1906	2092	E=-53.984482	-3.190747	+
chr	1976	2092	E=-35.399994	-3.082157	+
chr	2001	2126	E=-37.284485	-3.318210	+
chr	2002	2068	E=-23.699997	-3.895399	+
chr	2002	2089	E=-28.900002	-3.548100	+
chr	2003	2110	E=-31.584490	-3.042426	+
chr	2008	2136	E=-37.684486	-3.164899	+
chr	2015	2047	E=-14.599999	-4.381669	+
chr	2015	2111	E=-29.500000	-3.251086	+
