chr	1831	1904	E=-22.600000	-3.002253	+
chr	1831	1920	E=-28.300001	-3.273386	+
chr	1845	1911	E=-23.000000	-3.695521	+
chr	1855	1920	E=-24.700001	-4.322621	+
chr	1855	2058	E=-58.500011	-3.287467	+
chr	1856	1881	E=-9.600000	-3.314311	+
chr	1856	1904	E=-19.000000	-4.211512	+
chr	1856	1946	E=-29.000000	-3.495182	+
chr	1865	2058	E=-55.500011	-3.142997	+
chr	1869	1905	E=-15.200000	-4.313786	+
chr	1869	1919	E=-20.000000	-4.376023	+
chr	1869	1945	E=-24.299999	-3.397924	+
chr	1992	2058	E=-20.399998	-3.108965	+
chr	2120	2167	E=-19.100000	-4.197822	+
chr	2133	2167	E=-6.300000	-4.097982	+
