chr	1841	1895	E=-17.299999	-3.111902	+
chr	1841	2054	E=-58.584488	-3.020246	+
chr	1841	2069	E=-67.284500	-3.737138	+
chr	1853	2095	E=-69.506493	-3.341270	+
chr	1862	2053	E=-54.984489	-3.282878	+
chr	1865	2069	E=-63.684498	-4.221756	+
chr	1866	1891	E=-11.400000	-4.158515	+
chr	1866	1910	E=-17.400000	-4.208066	+
chr	1866	1928	E=-21.299999	-3.545604	+
chr	1866	1945	E=-25.099998	-3.109084	+
chr	1866	2025	E=-45.099998	-3.074235	+
chr	1866	2110	E=-71.784508	-3.472132	+
chr	1875	2069	E=-60.684498	-4.093915	+
chr	1876	2120	E=-70.068985	-3.388393	+
chr	2002	2068	E=-22.399998	-3.453341	+
chr	2130	2192	E=-15.799999	-3.545604	+
