chr	1780	1961	E=-53.084484	-3.011706	+
chr	1785	1953	E=-49.299999	-3.005935	+
chr	1808	1928	E=-38.599998	-3.497684	+
chr	1855	1965	E=-36.399998	-3.546646	+
chr	1855	1985	E=-41.899998	-3.473697	+
chr	1855	2050	E=-58.699997	-3.358588	+
chr	1855	2068	E=-67.799988	-4.000635	+
chr	1855	2095	E=-72.699997	-3.544978	+
chr	1856	1927	E=-30.399998	-5.133438	+
chr	1865	2042	E=-52.699997	-3.146280	+
chr	1867	2112	E=-73.199997	-3.295681	+
chr	1971	2113	E=-43.100002	-3.031538	+
chr	2016	2050	E=-12.000000	-3.099995	+
chr	2120	2208	E=-21.299999	-3.814707	+
