chr	1841	1895	E=-17.299999	-3.101979	+
chr	1841	2054	E=-58.584488	-3.002522	+
chr	1841	2069	E=-67.284500	-3.719144	+
chr	1853	2096	E=-69.506493	-3.324266	+
chr	1862	2053	E=-54.984489	-3.266999	+
chr	1865	2069	E=-63.684498	-4.203744	+
chr	1866	1891	E=-11.400000	-4.150778	+
chr	1866	1909	E=-17.400000	-4.197627	+
chr	1866	1928	E=-21.299999	-3.535627	+
chr	1866	1945	E=-25.099998	-3.098567	+
chr	1866	2025	E=-45.099998	-3.059304	+
chr	1866	2110	E=-71.784508	-3.452650	+
chr	1875	2069	E=-60.684498	-4.075664	+
chr	1876	2120	E=-70.068985	-3.370556	+
chr	2002	2068	E=-22.399998	-3.442831	+
chr	2130	2192	E=-15.799999	-3.535627	+
