chr	1841	1895	E=-17.299999	-3.096201	+
chr	1841	2069	E=-67.284500	-3.701879	+
chr	1853	2095	E=-69.506493	-3.304816	+
chr	1862	2053	E=-54.984489	-3.251335	+
chr	1865	2069	E=-63.684498	-4.189964	+
chr	1866	1891	E=-11.400000	-4.152643	+
chr	1866	1909	E=-17.400000	-4.196095	+
chr	1866	1928	E=-21.299999	-3.529198	+
chr	1866	1945	E=-25.099998	-3.089531	+
chr	1866	2025	E=-45.099998	-3.039845	+
chr	1866	2110	E=-71.784508	-3.432779	+
chr	1875	2069	E=-60.684498	-4.062379	+
chr	1876	2120	E=-70.068985	-3.351456	+
chr	2002	2068	E=-22.399998	-3.436320	+
chr	2130	2192	E=-15.799999	-3.529198	+
