chr	1841	1895	E=-17.299999	-3.086751	+
chr	1841	2069	E=-67.284500	-3.686940	+
chr	1853	2095	E=-69.506493	-3.289237	+
chr	1862	2053	E=-54.984489	-3.237134	+
chr	1865	2069	E=-63.684498	-4.174826	+
chr	1866	1891	E=-11.400000	-4.141387	+
chr	1866	1909	E=-17.400000	-4.185452	+
chr	1866	1928	E=-21.299999	-3.519838	+
chr	1866	1945	E=-25.099998	-3.082179	+
chr	1866	2025	E=-45.099998	-3.048330	+
chr	1866	2110	E=-71.784508	-3.422333	+
chr	1875	2069	E=-60.684498	-4.047139	+
chr	1876	2120	E=-70.068985	-3.337522	+
chr	2002	2068	E=-22.399998	-3.429488	+
chr	2130	2192	E=-15.799999	-3.519838	+
