chr	1842	1897	E=-17.700001	-3.223669	+
chr	1842	1911	E=-21.400000	-3.071182	+
chr	1842	1932	E=-27.100000	-3.074972	+
chr	1842	2071	E=-66.100006	-3.557044	+
chr	1843	1942	E=-29.500002	-3.038343	+
chr	1868	1893	E=-11.400000	-4.156112	+
chr	1868	1912	E=-17.400000	-4.248321	+
chr	1868	1932	E=-23.100000	-3.999734	+
chr	1868	2071	E=-62.100006	-3.954868	+
chr	1868	2112	E=-70.200012	-3.284363	+
chr	1877	2071	E=-59.100006	-3.842235	+
chr	2016	2050	E=-12.000000	-3.215712	+
chr	2127	2208	E=-18.200001	-3.537318	+
